繁體	简体	吴拼	分类	页码
三千	三千	sae chi	其他虚词（附象声词、词缀）	309
生	生	san1	其他虚词（附象声词、词缀）	309
打	打	tan3	其他虚词（附象声词、词缀）	309
式	式	soq7	其他虚词（附象声词、词缀）	309
法	法	faq7	其他虚词（附象声词、词缀）	309
一手落	一手落	iq shieu loq	短语	313
獨手落	独手落	doq shieu loq	短语	313
一隻鼎	一只鼎	iq tsaq tin	短语	313
三勿像	三勿像	sae vaq zhian	短语	313
上篤落	上笃落	zaon toq loq	短语	313
上督落	上督落	zaon toq loq	短语	313
開伙倉	开伙仓	khe hou tshaon	短语	313
開火倉	开火仓	khe hou tshaon	短语	313
扎面子	扎面子	tsaq mi tsy	短语	313
佔相因	占相因	ci shian in	短语	313
見䏘鬼	见䏘鬼	ci phiq ciu	短语	313
勿上課	勿上课	vaq zaon khou	短语	313
勿長毛	勿长毛	vaq cian mau	短语	313
勿出產	勿出产	vaq tshyuq sae	短语	314
勒出產	勒出产	laq tshyuq sae	短语	314
勿在內	勿在内	vaq dze nei	短语	314
勿在乎	勿在乎	vaq dze wu	短语	314
勿討妙	勿讨妙	vaq thau miau	短语	314
勿捨得	勿舍得	vaq so taq	短语	314
勿怯氣	勿怯气	vaq chiq chi	短语	314
勿做肉	勿做肉	vaq tsou gnioq	短语	314
勿着港	勿着港	vaq jiaq kaon	短语	314
勿管賬	勿管账	vaq kun cian	短语	314
雙夾嘴	双夹嘴	saon kaq tsyu	短语	314
未見得	未见得	mi ci taq	短语	314
打後手	打后手	tan gheu shieu	短语	314
打把勢	打把势	tan po syu	短语	314
打迾軋	打迾轧	tan laq gaq	短语	314
喫栗子	吃栗子	chioq liq tsy	短语	314
打獨溜	打独溜	tan doq lieu	短语	314
打探動	打探动	tan thei don	短语	314
打探動鼓	打探动鼓	tan thei don ku	短语	314
軋一腳	轧一脚	gaq iq ciaq	短语	314
只欠多	只欠多	ciq chi tou	短语	314
嘆苦經	叹苦经	thae khu cin	短语	315
仗人勢	仗人势	cian gnin syu	短语	315
行人勢	行人势	ghaon gnin syu	短语	315
仗毛力	仗毛力	cian mau liq	短语	315
甩翎子	甩翎子	huaq lin tsy	短语	315
接翎子	接翎子	ciq lin tsy	短语	315
頭出角	头出角	deu tshyuq koq	短语	315
出大汗	出大汗	tshyuq dou ghei	短语	315
出閒話	出闲话	tshyuq ghae wo	短语	315
出槍花	出枪花	tshyuq chian huo	短语	315
調槍花	调枪花	diau chian huo	短语	315
出事體	出事体	tshyuq zy thi	短语	315
出披頭	出披头	tshyuq phi deu	短语	315
發大興	发大兴	faq da shin	短语	315
發呆勁	发呆劲	faq nge jin	短语	315
發熱昏	发热昏	faq gniq huen	短语	315
有心相	有心相	yeu shin shian	短语	315
有腳力	有脚力	yeu ciaq liq	短语	315
有數目	有数目	yeu su moq	短语	315
有數賬	有数账	yeu su cian	短语	315
𢪂頭皮	𢪂头皮	da deu bi	短语	316
吊心火	吊心火	tiau shin hou	短语	316
吊燥水	吊燥水	tiau sau syu	短语	316
喫小苦	吃小苦	chioq shiau khu	短语	316
喫勿落	吃勿落	chioq vaq loq	短语	316
喫勒落	吃勒落	chioq laq loq	短语	316
喫巴掌	吃巴掌	chioq po tsaon	短语	316
喫生活	吃生活	chioq san waq	短语	316
喫老苦	吃老苦	chioq lau khu	短语	316
喫死飯	吃死饭	chioq shi vae	短语	316
喫夾餅	吃夹饼	chioq kaq pin	短语	316
喫後撲	吃后扑	chioq gheu phoq	短语	316
喫花菜	吃花菜	chioq huo tshe	短语	316
喫豆腐	吃豆腐	chioq deu vu	短语	316
喫輪飯	吃轮饭	chioq lin vae	短语	316
喫軟弶	吃软弶	chioq gniu jian	短语	316
喫攪勢	吃搅势	chioq gau syu	短语	316
喫面孔	吃面孔	chioq mi khon	短语	316
喫賠賬	吃赔账	chioq bei cian	短语	317
喫蛋糕	吃蛋糕	chioq dae kau	短语	317
打蛋糕	打蛋糕	tan dae kau	短语	317
喫僝頭	吃僝头	chioq zae deu	短语	317
喫噴頭	吃喷头	chioq phen deu	短语	317
喫排頭	吃排头	chioq ba deu	短语	317
喫排山	吃排山	chioq ba sae	短语	317
喫趤飯	吃趤饭	chioq dan vae	短语	317
喫翻桌	吃翻桌	chioq fae tsoq	短语	317
回腳出	回脚出	wei ciaq tshyuq	短语	317
傷陰騭	伤阴骘	saon in ciq	短语	317
自曉得	自晓得	zhi shiau taq	短语	317
自管自	自管自	zhi kun zhi	短语	317
多花頭	多花头	tou huo deu	短语	317
多鬧熱	多闹热	tou nau gniq	短语	317
多做多	多做多	tou tsou tou	短语	317
衝口出	冲口出	tshon kheu tshyuq	短语	317
忖心事	忖心事	tshen shin zy	短语	317
忖野心	忖野心	tshen ya shin	短语	318
安陰陽	安阴阳	ei in yan	短语	318
愛陰陽	爱阴阳	e in yan	短语	318
安落去	安落去	ei loq chi	短语	318
講大道	讲大道	kaon da dau	短语	318
講聊天	讲聊天	kaon liau thi	短语	318
講斤頭	讲斤头	kaon cin deu	短语	318
講閒話	讲闲话	kaon ghae wo	短语	318
講說話	讲说话	kaon syuq wo	短语	318
講忮話	讲忮话	kaon ji wo	短语	318
講空話	讲空话	kaon khon wo	短语	318
講故事	讲故事	kaon ku zy	短语	318
尋吼勢	寻吼势	zhin heu syu	短语	318
尋肯頭	寻肯头	zhin khen deu	短语	318
尋皵頭	寻皵头	zhin chiq deu	短语	318
尋軋迾門	寻轧迾门	zhin gaq laq men	短语	318
尋造孽	寻造孽	zhin zau gniq	短语	318
收罪過	收罪过	shieu zei kou	短语	318
弄勿好	弄勿好	lon vaq hau	短语	318
走人家	走人家	tseu gnin ko	短语	318
走空埭	走空埭	tseu khon da	短语	318
還報門	还报门	wae pau men	短语	318
扯木人	扯木人	tsho moq gnin	短语	319
扯野書	扯野书	tsho ya syu	短语	319
扳價鈿	扳价钿	pae ko di	短语	319
扳後腳	扳后脚	pae gheu ciaq	短语	319
扳腳後跟	扳脚后跟	pae ciaq gheu ken	短语	319
挈後腳	挈后脚	chiq gheu ciaq	短语	319
𠡒後腳	𠡒后脚	tei gheu ciaq	短语	319
搶荒年	抢荒年	chian huaon gni	短语	319
搶荒年羹飯	抢荒年羹饭	chian huaon gni kan vae	短语	319
投人身	投人身	deu gnin shin	短语	319
嘸介事	呒介事	mh ka zy	短语	319
嘸心相	呒心相	mh shin shian	短语	319
嘸出產	呒出产	mh tshyuq sae	短语	319
嘸百廿	呒百廿	mh paq ne	短语	319
嘸後還	呒后还	mh gheu wae	短语	319
嘸設法	呒设法	mh shiq faq	短语	319
嘸話說	呒话说	mh wo syuq	短语	319
嘸話嘸說	呒话呒说	mh wo mh syuq	短语	319
嘸相干	呒相干	mh shian ki	短语	319
嘸結果	呒结果	mh ciq kou	短语	319
嘸樣範	呒样范	mh yan vae	短语	319
嘸腳力	呒脚力	mh ciaq liq	短语	319
嘸腳色	呒脚色	mh ciaq saq	短语	319
嘸商量	呒商量	mh shian lian	短语	319
嘸清頭	呒清头	mh chin deu	短语	319
嘸趣相	呒趣相	mh tshyu shian	短语	320
嘔勿應	呕勿应	eu vaq in	短语	320
嘔勒應	呕勒应	eu laq in	短语	320
嘔嘔其	呕呕其	eu eu ji	短语	320
話話其	话话其	wo wo ji	短语	320
聽壁腳	听壁脚	thin piq ciaq	短语	320
岔夾餅	岔夹饼	tsho kaq pin	短语	320
飯喫煞	饭吃煞	vae chioq saq	短语	320
忌一腳	忌一脚	ji iq ciaq	短语	320
苦勿出	苦勿出	khu vaq tshyuq	短语	320
苦勒出	苦勒出	khu laq tshyuq	短语	320
苦相出	苦相出	khu shian tshyuq	短语	320
杭勿消	杭勿消	ghaon vaq shiau	短语	320
杭勿住	杭勿住	ghaon vaq dzyu	短语	320
杭勒消	杭勒消	ghaon laq shiau	短语	320
杭勒住	杭勒住	ghaon laq dzyu	短语	320
直落三	直落三	jiq loq sae	短语	320
奔腳頭	奔脚头	pen ciaq deu	短语	320
抲白郎	抲白郎	kho baq laon	短语	320
拔苗頭	拔苗头	baq miau deu	短语	320
拆骨頭	拆骨头	tshaq kuaq deu	短语	320
拆爛屙	拆烂屙	tshaq lae ou	短语	320
擡城隍	抬城隍	de jin waon	短语	320
拗殼子	拗壳子	au khoq tsy	短语	321
咋結煞	咋结煞	dza ciq saq	短语	321
敗門枋	败门枋	ba men faon	短语	321
受委氣	受委气	zhieu uei chi	短语	321
唸毛經	念毛经	ne mau cin	短语	321
夜馱出	夜驮出	ya dou tshyuq	短语	321
夜新鮮	夜新鲜	ya shin shi	短语	321
放上槓	放上杠	faon zaon kaon	短语	321
放白鴿	放白鸽	faon baq kaq	短语	321
放銅銃	放铜铳	faon don tshon	短语	321
話勿起	话勿起	wo vaq chi	短语	321
話勒起	话勒起	wo laq chi	短语	321
話勿睬	话勿睬	wo vaq tshe	短语	321
講勿睬	讲勿睬	kaon vaq tshe	短语	321
話勒睬	话勒睬	wo laq tshe	短语	321
講勒睬	讲勒睬	kaon laq tshe	短语	321
牽頭皮	牵头皮	chi deu bi	短语	321
牽空磨	牵空磨	chi khon mou	短语	321
挑肩胛	挑肩胛	thiau ci kaq	短语	321
挑肩胛	挑肩胛	thiau ci khaq	短语	321
挑擔子	挑担子	thiau tae tsy	短语	321
揹木梢	背木梢	pei moq sau	短语	322
是介講	是介讲	zy ka kaon	短语	322
是介話	是介话	zy ka wo	短语	322
看三色	看三色	khi sae saq	短语	322
鬼擄頭	鬼掳头	ciu lou deu	短语	322
甮加氣	甮加气	ven ko chi	短语	322
派勿來	派勿来	pha vaq le	短语	322
起血性	起血性	chi shiuq shin	短语	322
䀣眼火	䀣眼火	piq ngae hou	短语	322
䀣眼火	䀣眼火	biq ngae hou	短语	322
鴨尿臭	鸭尿臭	aq syu chieu	短语	322
鴨屎臭	鸭屎臭	aq sy chieu	短语	322
䟕洪洞	䟕洪洞	tsho ghon don	短语	322
乘風涼	乘风凉	zhin fon lian	短语	322
借肩背	借肩背	cia ci pei	短语	322
候着候	候着候	gheu zyuq gheu	短语	322
𣍐難熬	𠊉难熬	vei nae ngau	短语	322
屙挭的	屙挭的	ou kuan tiq	短语	322
擄順毛	掳顺毛	lou zyun mau	短语	323
順毛擄	顺毛掳	zyun mau lou	短语	323
掏屍骨	掏尸骨	dau sy kuaq	短语	323
掏糨糊	掏糨糊	dau cian wu	短语	323
摜鑼槌	掼锣槌	guae lou dzyu	短语	323
啥搭界	啥搭界	soq taq ka	短语	323
啥搭界	啥搭界	sou taq ka	短语	323
啥搭界	啥搭界	so taq ka	短语	323
做小貨	做小货	tsou shiau hou	短语	323
裝小貨	装小货	tsaon shiau hou	短语	323
做無賴	做无赖	tsou vu la	短语	323
做無賴	做无赖	tsou wu la	短语	323
做主意	做主意	tsou tsyu i	短语	323
抲主意	抲主意	kho tsyu i	短语	323
做初一	做初一	tsou tshu iq	短语	323
做勁道	做劲道	tsou jin dau	短语	323
下勁道	下劲道	o jin dau	短语	323
做話柄	做话柄	tsou wo pin	短语	323
做話把	做话把	tsou wo po	短语	323
領市面	领市面	lin zy mi	短语	323
鹿過江	鹿过江	loq kou kaon	短语	323
隨玩玩	随玩玩	zei wae wae	短语	324
繃場面	绷场面	pan jian mi	短语	324
繃門面	绷门面	pan men mi	短语	324
繃袋口	绷袋口	pan de kheu	短语	324
落沙貨	落沙货	loq so hou	短语	324
落岱山	落岱山	loq de sae	短语	324
落袋衫	落袋衫	loq de sae	短语	324
插蠟燭	插蜡烛	tshaq laq tsoq	短语	324
賭東道	赌东道	tu ton dau	短语	324
橫東道	横东道	wan ton dau	短语	324
等於講	等于讲	ten yu kaon	短语	324
裝翠眼	装翠眼	tsaon tshei ngae	短语	324
遊四門	游四门	yeu sy men	短语	324
遊五門	游五门	yeu ng men	短语	324
遊六門	游六门	yeu loq men	短语	324
摸六株	摸六株	moq loq tsyu	短语	324
跳勿落	跳勿落	thiau vaq loq	短语	324
觸霉頭	触霉头	tshoq mei deu	短语	324
解心焦	解心焦	ka shin ciau	短语	324
戤白皮	戤白皮	ge baq bi	短语	324
隑白皮	隑白皮	ge baq bi	短语	324
戤牌頭	戤牌头	ge ba deu	短语	325
隑牌頭	隑牌头	ge ba deu	短语	325
摘帽子	摘帽子	tsoq mau tsy	短语	325
管團圓	管团圆	kun doe yu	短语	325
管閒賬	管闲账	kun ghae cian	短语	325
孵豆芽	孵豆芽	bu deu ngo	短语	325
敲瓦爿	敲瓦爿	khau ngo bae	短语	325
敲橫檔	敲横档	khau wan taon	短语	325
瘟跌倒	瘟跌倒	uen tiq tau	短语	325
撮白失	撮白失	tshaq baq syuq	短语	325
撮外快	撮外快	tshaq nga khua	短语	325
撮便宜	撮便宜	tshaq bi gni	短语	325
鯁胡嚨	鲠胡咙	gan wu lon	短语	325
鯁胡嚨	鲠胡咙	gan u lon	短语	325
戳壁腳	戳壁脚	tshoq piq ciaq	短语	325
劖着劖	劖着劖	zae dzoq zae	短语	325
買着買	买着买	ma dzoq ma	短语	325
撮着撮	撮着撮	tshaq dzoq tshaq	短语	325
抽着抽	抽着抽	chieu dzoq chieu	短语	325
坐着坐	坐着坐	zou dzoq zou	短语	325
喫着喫	吃着吃	chioq dzoq chioq	短语	325
嚼麥糕	嚼麦糕	zhiaq maq kau	短语	326
一五一十	一五一十	iq ng iq zyuq	短语	326
一長二短	一长二短	iq jian gni toe	短语	326
一長兩短	一长两短	iq jian lian toe	短语	326
一長五短	一长五短	iq jian ng toe	短语	326
一手一腳	一手一脚	iq shieu iq ciaq	短语	326
一打一挼	一打一挼	iq tan iq nou	短语	326
一包一𢷒	一包一𢷒	iq pau iq jiq	短语	326
一包一折	一包一折	iq pau iq ciq	短语	326
一直鼻頭	一直鼻头	iq jiq baq deu	短语	326
一轉一迴	一转一回	iq tsoe iq wei	短语	326
一進一出	一进一出	iq cin iq tshyuq	短语	326
一來一去	一来一去	iq le iq chi	短语	326
一定不易	一定不易	iq din paq yi	短语	326
一帶兩便	一带两便	iq ta lian bi	短语	326
一眼嘸告	一眼呒告	iq ngae mh kau	短语	326
一搭一檔	一搭一档	iq taq iq taon	短语	326
二五八六	二五八六	gni ng paq loq	短语	326
二五打八六	二五打八六	gni ng tan paq loq	短语	326
八貓介	八猫介	paq mae ka	短语	326
十人九傲	十人九傲	zyuq gnin cieu ngau	短语	326
十人九𧮙	十人九𧮙	zyuq gnin cieu zoq	短语	326
七七八八	七七八八	chiq chiq paq paq	短语	326
七講八講	七讲八讲	chiq kaon paq kaon	短语	327
七高八低	七高八低	chiq kau paq ti	短语	327
七搭八搭	七搭八搭	chiq taq paq taq	短语	327
七騙八拐	七骗八拐	chiq phi paq kua	短语	327
七錯八改	七错八改	chiq tshou paq ke	短语	327
七錯八改	七错八改	chiq tshou paq ge	短语	327
七纏八纏	七缠八缠	chiq ji paq ji	短语	327
七蹱八跌	七蹱八跌	chiq tshon paq tiq	短语	327
七闖八跌	七闯八跌	chiq tshaon paq tiq	短语	327
人看人樣	人看人样	gnin khi gnin yan	短语	327
三勿相信	三勿相信	sae vaq shian shin	短语	327
三兄四弟	三兄四弟	sae shion sy di	短语	327
三頭六面	三头六面	sae deu loq mi	短语	327
三對六面	三对六面	sae tei loq mi	短语	327
三腳六面	三脚六面	sae ciaq loq mi	短语	327
三搭六橋	三搭六桥	sae taq loq jiau	短语	327
大大勿大	大大勿大	dou dou vaq dou	短语	327
大快勿快	大快勿快	dou khua vaq khua	短语	327
大遠勿遠	大远勿远	dou yu vaq yu	短语	327
大笨勿笨	大笨勿笨	dou ben vaq ben	短语	327
大忙勿忙	大忙勿忙	dou maon vaq maon	短语	327
大貴勿貴	大贵勿贵	dou ciu vaq ciu	短语	327
萬試萬應	万试万应	vae sy vae in	短语	327
上嘴勿得	上嘴勿得	zaon tsyu vaq taq	短语	327
上嘴勿來	上嘴勿来	zaon tsyu vaq le	短语	327
千恩萬謝	千恩万谢	chi en vae zhia	短语	327
千過萬謝	千过万谢	chi kou vae zhia	短语	328
丫臉黑仔	丫脸黑仔	o li haq tsy	短语	328
開庎櫥門	开庎橱门	khe ka dzyu men	短语	328
五花散飛	五花散飞	ng huo sae fi	短语	328
日長時久	日长时久	gniq jian zy cieu	短语	328
日長時久	日长时久	gniq jian sy cieu	短语	328
日長夜大	日长夜大	gniq cian ya dou	短语	328
見大頭鬼	见大头鬼	ci dou deu ciu	短语	328
介小數目	介小数目	ka shiau su moq	短语	328
介話既話	介话既话	ka wo ci wo	短语	328
介講既講	介讲既讲	ka kaon ci kaon	短语	328
介忖既忖	介忖既忖	ka tshen ci tshen	短语	328
介弄既弄	介弄既弄	ka lon ci lon	短语	328
介煩既煩	介烦既烦	ka vae ci vae	短语	328
介揀既揀	介拣既拣	ka kae ci kae	短语	328
介看既看	介看既看	ka khi ci khi	短语	328
勿二勿三	勿二勿三	vaq gni vaq sae	短语	328
勿問長短	勿问长短	vaq men jian toe	短语	328
上落勿問	上落勿问	zaon loq vaq men	短语	328
勿燥勿溼	勿燥勿湿	vaq sau vaq shiq	短语	328
勿上勿落	勿上勿落	vaq zaon vaq loq	短语	328
勿尷勿尬	勿尴勿尬	vaq kae vaq ka	短语	328
爲好除妙	为好除妙	wei hau dzyu miau	短语	328
爲好成怨	为好成怨	wei hau jin iu	短语	328
爲來爲去	为来为去	wei le wei chi	短语	328
火種彭生	火种彭生	hou tson ban san	短语	328
火種彭生	火种彭生	hou tshon ban san	短语	328
心塞眼閉	心塞眼闭	shin saq ngae pi	短语	329
心塞塞	心塞塞	shin saq saq	短语	329
巴勿能夠	巴勿能够	po vaq nen keu	短语	329
巴勿得	巴勿得	po vaq taq	短语	329
正當正氣	正当正气	cin taon cin chi	短语	329
打強嘴巴	打强嘴巴	tan jian tsyu po	短语	329
打硬嘴巴	打硬嘴巴	tan ngan tsyu po	短语	329
東借西拽	东借西拽	ton cia shi yiq	短语	329
東借西拽	东借西拽	ton cia shi yuq	短语	329
軋出鐋鑼	轧出铴锣	gaq tshyuq than lou	短语	329
生隔壁氣	生隔壁气	san kaq piq chi	短语	329
頭頭順流	头头顺流	deu deu zyun lieu	短语	329
頭髮甩散	头发甩散	deu faq huaq sae	短语	329
頭苦蘿蔔	头苦萝卜	deu khu lou boq	短语	329
邊打邊相	边打边相	pi tan pi shian	短语	329
耳朵閃腰	耳朵闪腰	gni to shi iau	短语	329
百依百順	百依百顺	paq i paq zyun	短语	329
百筋百骸	百筋百骸	paq cin paq hae	短语	329
有講嘸講	有讲呒讲	yeu kaon mh kaon	短语	329
有看嘸看	有看呒看	yeu khi mh khi	短语	329
有聽嘸聽	有听呒听	yeu thin mh thin	短语	329
有喫嘸喫	有吃呒吃	yeu chioq mh chioq	短语	329
有寫嘸寫	有写呒写	yeu shia mh shia	短语	329
有揩嘸揩	有揩呒揩	yeu kha mh kha	短语	329
有⿰氵丈嘸⿰氵丈	有⿰氵丈呒⿰氵丈	yeu jian mh jian	短语	329
老相扮出	老相扮出	lau shian pae tshyuq	短语	330
死人勿怪	死人勿怪	shi gnin vaq kua	短语	330
死蟹一隻	死蟹一只	shi ha iq tsaq	短语	330
死蟹吹白	死蟹吹白	shi ha tshyu baq	短语	330
夾頭夾腦	夹头夹脑	kaq deu kaq nau	短语	330
喫人腦髓	吃人脑髓	chioq gnin nau shi	短语	330
喫氣勿過	吃气勿过	chioq chi vaq kou	短语	330
喫腦子卜	吃脑子卜	chioq nau tsy boq	短语	330
喫腦子彈	吃脑子弹	chioq nau tsy dae	短语	330
喫腦子磕	吃脑子磕	chioq nau tsy khaq	短语	330
喫蘿蔔乾	吃萝卜干	chioq lou boq ki	短语	330
喫豁辣面	吃豁辣面	chioq huaq laq mi	短语	330
同同到老	同同到老	don don tau lau	短语	330
傴頭磕腦	伛头磕脑	eu deu khaq nau	短语	330
傴倒施揖	伛倒施揖	eu tau sy iq	短语	330
傴頭磕腦	伛头磕脑	on deu khaq nau	短语	330
傴倒施揖	伛倒施揖	on tau sy iq	短语	330
自掏自撐	自掏自撑	zhi dau zhi tshan	短语	330
各人管自	各人管自	koq gnin kun zhi	短语	330
多老孃鈿	多老娘钿	tou lau gnian di	短语	330
多講多得	多讲多得	tou kaon tou taq	短语	330
多話多得	多话多得	tou wo tou taq	短语	330
多講多話	多讲多话	tou kaon tou wo	短语	330
多講連賬	多讲连账	tou kaon li cian	短语	330
多算連賬	多算连账	tou soe li cian	短语	330
多煩連賬	多烦连账	tou vae li cian	短语	330
興出花樣	兴出花样	shin tshyuq huo yan	短语	331
講起埭頭	讲起埭头	kaon chi da deu	短语	331
講起痕頭	讲起痕头	kaon chi ghen deu	短语	331
好做人情	好做人情	hau tsou gnin jin	短语	331
尋禍作孽	寻祸作孽	zhin ghou tsoq gniq	短语	331
弄發弄發	弄发弄发	lon faq lon faq	短语	331
蕩發蕩發	荡发荡发	daon faq daon faq	短语	331
調發調發	调发调发	diau faq diau faq	短语	331
兩頭勿着	两头勿着	lian deu vaq jiaq	短语	331
